Continent,Entity,Code,Date,Confirmed,Deaths
Asia,Afghanistan,AFG,31/01/2020,0,0
Asia,Afghanistan,AFG,10/02/2020,0,0
Asia,Afghanistan,AFG,20/02/2020,0,0
Asia,Afghanistan,AFG,29/02/2020,1,0
Asia,Afghanistan,AFG,10/03/2020,8,0
Asia,Afghanistan,AFG,20/03/2020,29,0
Asia,Afghanistan,AFG,31/03/2020,175,4
Asia,Afghanistan,AFG,10/04/2020,532,18
Asia,Afghanistan,AFG,20/04/2020,1027,36
Asia,Afghanistan,AFG,30/04/2020,2127,64
Asia,Afghanistan,AFG,10/05/2020,4403,120
Asia,Afghanistan,AFG,20/05/2020,8146,188
Asia,Afghanistan,AFG,31/05/2020,15208,258
Asia,Afghanistan,AFG,10/06/2020,22146,409
Asia,Afghanistan,AFG,20/06/2020,28428,573
Asia,Afghanistan,AFG,30/06/2020,31507,752
Asia,Afghanistan,AFG,10/07/2020,34184,973
Asia,Afghanistan,AFG,20/07/2020,35493,1185
Asia,Afghanistan,AFG,31/07/2020,36665,1284
Asia,Afghanistan,AFG,10/08/2020,37153,1329
Asia,Afghanistan,AFG,20/08/2020,37852,1386
Asia,Afghanistan,AFG,31/08/2020,38159,1403
Asia,Afghanistan,AFG,10/09/2020,38572,1421
Asia,Afghanistan,AFG,20/09/2020,39044,1443
Asia,Afghanistan,AFG,30/09/2020,39268,1460
Asia,Afghanistan,AFG,10/10/2020,39703,1475
Asia,Afghanistan,AFG,20/10/2020,40369,1501
Asia,Afghanistan,AFG,31/10/2020,41425,1538
Asia,Afghanistan,AFG,10/11/2020,42463,1580
Asia,Afghanistan,AFG,20/11/2020,44363,1666
Asia,Afghanistan,AFG,30/11/2020,46274,1795
Asia,Afghanistan,AFG,10/12/2020,48053,1935
Asia,Afghanistan,AFG,20/12/2020,49817,2067
Asia,Afghanistan,AFG,31/12/2020,51526,2191
Asia,Afghanistan,AFG,10/01/2021,53489,2277
Asia,Afghanistan,AFG,20/01/2021,54278,2354
Asia,Afghanistan,AFG,31/01/2021,55023,2400
Asia,Afghanistan,AFG,10/02/2021,55402,2418
Asia,Afghanistan,AFG,20/02/2021,55580,2430
Asia,Afghanistan,AFG,28/02/2021,0,0
Asia,Afghanistan,AFG,10/03/2021,0,0
Asia,Afghanistan,AFG,20/03/2021,0,0
Asia,Afghanistan,AFG,31/03/2021,0,0
Europe,Albania,ALB,31/01/2020,0,0
Europe,Albania,ALB,10/02/2020,0,0
Europe,Albania,ALB,20/02/2020,0,0
Europe,Albania,ALB,29/02/2020,0,0
Europe,Albania,ALB,10/03/2020,10,0
Europe,Albania,ALB,20/03/2020,70,2
Europe,Albania,ALB,31/03/2020,243,15
Europe,Albania,ALB,10/04/2020,416,23
Europe,Albania,ALB,20/04/2020,584,26
Europe,Albania,ALB,30/04/2020,773,31
Europe,Albania,ALB,10/05/2020,868,31
Europe,Albania,ALB,20/05/2020,964,31
Europe,Albania,ALB,31/05/2020,1137,33
Europe,Albania,ALB,10/06/2020,1341,34
Europe,Albania,ALB,20/06/2020,1891,43
Europe,Albania,ALB,30/06/2020,2535,62
Europe,Albania,ALB,10/07/2020,3278,85
Europe,Albania,ALB,20/07/2020,4171,113
Europe,Albania,ALB,31/07/2020,5276,157
Europe,Albania,ALB,10/08/2020,6536,200
Europe,Albania,ALB,20/08/2020,7967,238
Europe,Albania,ALB,31/08/2020,9513,284
Europe,Albania,ALB,10/09/2020,10860,324
Europe,Albania,ALB,20/09/2020,12385,362
Europe,Albania,ALB,30/09/2020,13649,387
Europe,Albania,ALB,10/10/2020,15231,416
Europe,Albania,ALB,20/10/2020,17651,458
Europe,Albania,ALB,31/10/2020,20875,509
Europe,Albania,ALB,10/11/2020,25294,579
Europe,Albania,ALB,20/11/2020,31459,672
Europe,Albania,ALB,30/11/2020,38182,810
Europe,Albania,ALB,10/12/2020,46061,965
Europe,Albania,ALB,20/12/2020,53003,1088
Europe,Albania,ALB,31/12/2020,58316,1181
Europe,Albania,ALB,10/01/2021,63595,1241
Europe,Albania,ALB,20/01/2021,69238,1291
Europe,Albania,ALB,31/01/2021,78127,1380
Europe,Albania,ALB,10/02/2021,88671,1503
Europe,Albania,ALB,20/02/2021,99062,1653
Europe,Albania,ALB,28/02/2021,0,0
Europe,Albania,ALB,10/03/2021,0,0
Europe,Albania,ALB,20/03/2021,0,0
Europe,Albania,ALB,31/03/2021,0,0
Africa,Algeria,DZA,31/01/2020,0,0
Africa,Algeria,DZA,10/02/2020,0,0
Africa,Algeria,DZA,20/02/2020,0,0
Africa,Algeria,DZA,29/02/2020,1,0
Africa,Algeria,DZA,10/03/2020,20,0
Africa,Algeria,DZA,20/03/2020,90,11
Africa,Algeria,DZA,31/03/2020,716,44
Africa,Algeria,DZA,10/04/2020,1761,256
Africa,Algeria,DZA,20/04/2020,2718,384
Africa,Algeria,DZA,30/04/2020,4006,450
Africa,Algeria,DZA,10/05/2020,5723,502
Africa,Algeria,DZA,20/05/2020,7542,568
Africa,Algeria,DZA,31/05/2020,9394,653
Africa,Algeria,DZA,10/06/2020,10484,732
Africa,Algeria,DZA,20/06/2020,11631,837
Africa,Algeria,DZA,30/06/2020,13907,912
Africa,Algeria,DZA,10/07/2020,18242,996
Africa,Algeria,DZA,20/07/2020,23691,1087
Africa,Algeria,DZA,31/07/2020,30394,1210
Africa,Algeria,DZA,10/08/2020,35712,1312
Africa,Algeria,DZA,20/08/2020,40258,1411
Africa,Algeria,DZA,31/08/2020,44494,1510
Africa,Algeria,DZA,10/09/2020,47488,1591
Africa,Algeria,DZA,20/09/2020,49826,1672
Africa,Algeria,DZA,30/09/2020,51530,1736
Africa,Algeria,DZA,10/10/2020,52940,1795
Africa,Algeria,DZA,20/10/2020,54829,1873
Africa,Algeria,DZA,31/10/2020,57942,1964
Africa,Algeria,DZA,10/11/2020,63446,2077
Africa,Algeria,DZA,20/11/2020,72755,2236
Africa,Algeria,DZA,30/11/2020,83199,2431
Africa,Algeria,DZA,10/12/2020,90579,2564
Africa,Algeria,DZA,20/12/2020,95203,2666
Africa,Algeria,DZA,31/12/2020,99610,2756
Africa,Algeria,DZA,10/01/2021,102144,2807
Africa,Algeria,DZA,20/01/2021,104606,2849
Africa,Algeria,DZA,31/01/2021,107339,2891
Africa,Algeria,DZA,10/02/2021,109782,2926
Africa,Algeria,DZA,20/02/2021,111764,2958
Africa,Algeria,DZA,28/02/2021,0,0
Africa,Algeria,DZA,10/03/2021,0,0
Africa,Algeria,DZA,20/03/2021,0,0
Africa,Algeria,DZA,31/03/2021,0,0
Oceania,American Samoa,ASM,31/01/2020,0,0
Oceania,American Samoa,ASM,10/02/2020,0,0
Oceania,American Samoa,ASM,20/02/2020,0,0
Oceania,American Samoa,ASM,29/02/2020,0,0
Oceania,American Samoa,ASM,10/03/2020,0,0
Oceania,American Samoa,ASM,20/03/2020,0,0
Oceania,American Samoa,ASM,31/03/2020,0,0
Oceania,American Samoa,ASM,10/04/2020,0,0
Oceania,American Samoa,ASM,20/04/2020,0,0
Oceania,American Samoa,ASM,30/04/2020,0,0
Oceania,American Samoa,ASM,10/05/2020,0,0
Oceania,American Samoa,ASM,20/05/2020,0,0
Oceania,American Samoa,ASM,31/05/2020,0,0
Oceania,American Samoa,ASM,10/06/2020,0,0
Oceania,American Samoa,ASM,20/06/2020,0,0
Oceania,American Samoa,ASM,30/06/2020,0,0
Oceania,American Samoa,ASM,10/07/2020,0,0
Oceania,American Samoa,ASM,20/07/2020,0,0
Oceania,American Samoa,ASM,31/07/2020,0,0
Oceania,American Samoa,ASM,10/08/2020,0,0
Oceania,American Samoa,ASM,20/08/2020,0,0
Oceania,American Samoa,ASM,31/08/2020,0,0
Oceania,American Samoa,ASM,10/09/2020,0,0
Oceania,American Samoa,ASM,20/09/2020,0,0
Oceania,American Samoa,ASM,30/09/2020,0,0
Oceania,American Samoa,ASM,10/10/2020,0,0
Oceania,American Samoa,ASM,20/10/2020,0,0
Oceania,American Samoa,ASM,31/10/2020,0,0
Oceania,American Samoa,ASM,10/11/2020,0,0
Oceania,American Samoa,ASM,20/11/2020,0,0
Oceania,American Samoa,ASM,30/11/2020,0,0
Oceania,American Samoa,ASM,10/12/2020,0,0
Oceania,American Samoa,ASM,20/12/2020,0,0
Oceania,American Samoa,ASM,31/12/2020,0,0
Oceania,American Samoa,ASM,10/01/2021,0,0
Oceania,American Samoa,ASM,20/01/2021,0,0
Oceania,American Samoa,ASM,31/01/2021,0,0
Oceania,American Samoa,ASM,10/02/2021,0,0
Oceania,American Samoa,ASM,20/02/2021,0,0
Oceania,American Samoa,ASM,28/02/2021,0,0
Oceania,American Samoa,ASM,10/03/2021,0,0
Oceania,American Samoa,ASM,20/03/2021,0,0
Oceania,American Samoa,ASM,31/03/2021,0,0
Europe,Andorra,AND,31/01/2020,0,0
Europe,Andorra,AND,10/02/2020,0,0
Europe,Andorra,AND,20/02/2020,0,0
Europe,Andorra,AND,29/02/2020,0,0
Europe,Andorra,AND,10/03/2020,1,0
Europe,Andorra,AND,20/03/2020,75,0
Europe,Andorra,AND,31/03/2020,376,12
Europe,Andorra,AND,10/04/2020,601,26
Europe,Andorra,AND,20/04/2020,717,37
Europe,Andorra,AND,30/04/2020,745,42
Europe,Andorra,AND,10/05/2020,755,48
Europe,Andorra,AND,20/05/2020,762,51
Europe,Andorra,AND,31/05/2020,764,51
Europe,Andorra,AND,10/06/2020,852,51
Europe,Andorra,AND,20/06/2020,855,52
Europe,Andorra,AND,30/06/2020,855,52
Europe,Andorra,AND,10/07/2020,855,52
Europe,Andorra,AND,20/07/2020,884,52
Europe,Andorra,AND,31/07/2020,925,52
Europe,Andorra,AND,10/08/2020,963,52
Europe,Andorra,AND,20/08/2020,1024,53
Europe,Andorra,AND,31/08/2020,1176,53
Europe,Andorra,AND,10/09/2020,1301,53
Europe,Andorra,AND,20/09/2020,1564,53
Europe,Andorra,AND,30/09/2020,2050,53
Europe,Andorra,AND,10/10/2020,2696,55
Europe,Andorra,AND,20/10/2020,3623,62
Europe,Andorra,AND,31/10/2020,4756,75
Europe,Andorra,AND,10/11/2020,5477,75
Europe,Andorra,AND,20/11/2020,6142,76
Europe,Andorra,AND,30/11/2020,6745,76
Europe,Andorra,AND,10/12/2020,7190,78
Europe,Andorra,AND,20/12/2020,7577,81
Europe,Andorra,AND,31/12/2020,8049,84
Europe,Andorra,AND,10/01/2021,8586,85
Europe,Andorra,AND,20/01/2021,9308,92
Europe,Andorra,AND,31/01/2021,9937,101
Europe,Andorra,AND,10/02/2021,10352,106
Europe,Andorra,AND,20/02/2021,10672,107
Europe,Andorra,AND,28/02/2021,0,0
Europe,Andorra,AND,10/03/2021,0,0
Europe,Andorra,AND,20/03/2021,0,0
Europe,Andorra,AND,31/03/2021,0,0
Africa,Angola,AGO,31/01/2020,0,0
Africa,Angola,AGO,10/02/2020,0,0
Africa,Angola,AGO,20/02/2020,0,0
Africa,Angola,AGO,29/02/2020,0,0
Africa,Angola,AGO,10/03/2020,0,0
Africa,Angola,AGO,20/03/2020,1,0
Africa,Angola,AGO,31/03/2020,7,2
Africa,Angola,AGO,10/04/2020,19,2
Africa,Angola,AGO,20/04/2020,24,2
Africa,Angola,AGO,30/04/2020,27,2
Africa,Angola,AGO,10/05/2020,45,2
Africa,Angola,AGO,20/05/2020,52,3
Africa,Angola,AGO,31/05/2020,86,4
Africa,Angola,AGO,10/06/2020,113,4
Africa,Angola,AGO,20/06/2020,176,9
Africa,Angola,AGO,30/06/2020,284,13
Africa,Angola,AGO,10/07/2020,458,23
Africa,Angola,AGO,20/07/2020,749,29
Africa,Angola,AGO,31/07/2020,1148,52
Africa,Angola,AGO,10/08/2020,1679,78
Africa,Angola,AGO,20/08/2020,2044,93
Africa,Angola,AGO,31/08/2020,2654,108
Africa,Angola,AGO,10/09/2020,3217,130
Africa,Angola,AGO,20/09/2020,3991,152
Africa,Angola,AGO,30/09/2020,4972,183
Africa,Angola,AGO,10/10/2020,6246,218
Africa,Angola,AGO,20/10/2020,8049,251
Africa,Angola,AGO,31/10/2020,10805,284
Africa,Angola,AGO,10/11/2020,12816,308
Africa,Angola,AGO,20/11/2020,14267,334
Africa,Angola,AGO,30/11/2020,15139,348
Africa,Angola,AGO,10/12/2020,15925,362
Africa,Angola,AGO,20/12/2020,16644,387
Africa,Angola,AGO,31/12/2020,17553,405
Africa,Angola,AGO,10/01/2021,18193,416
Africa,Angola,AGO,20/01/2021,19093,444
Africa,Angola,AGO,31/01/2021,19796,466
Africa,Angola,AGO,10/02/2021,20210,487
Africa,Angola,AGO,20/02/2021,20499,498
Africa,Angola,AGO,28/02/2021,0,0
Africa,Angola,AGO,10/03/2021,0,0
Africa,Angola,AGO,20/03/2021,0,0
Africa,Angola,AGO,31/03/2021,0,0
North America,Antigua and Barbuda,ATG,31/01/2020,0,0
North America,Antigua and Barbuda,ATG,10/02/2020,0,0
North America,Antigua and Barbuda,ATG,20/02/2020,0,0
North America,Antigua and Barbuda,ATG,29/02/2020,0,0
North America,Antigua and Barbuda,ATG,10/03/2020,0,0
North America,Antigua and Barbuda,ATG,20/03/2020,1,0
North America,Antigua and Barbuda,ATG,31/03/2020,7,0
North America,Antigua and Barbuda,ATG,10/04/2020,19,2
North America,Antigua and Barbuda,ATG,20/04/2020,23,3
North America,Antigua and Barbuda,ATG,30/04/2020,24,3
North America,Antigua and Barbuda,ATG,10/05/2020,25,3
North America,Antigua and Barbuda,ATG,20/05/2020,25,3
North America,Antigua and Barbuda,ATG,31/05/2020,26,3
North America,Antigua and Barbuda,ATG,10/06/2020,26,3
North America,Antigua and Barbuda,ATG,20/06/2020,26,3
North America,Antigua and Barbuda,ATG,30/06/2020,69,3
North America,Antigua and Barbuda,ATG,10/07/2020,74,3
North America,Antigua and Barbuda,ATG,20/07/2020,76,3
North America,Antigua and Barbuda,ATG,31/07/2020,91,3
North America,Antigua and Barbuda,ATG,10/08/2020,92,3
North America,Antigua and Barbuda,ATG,20/08/2020,94,3
North America,Antigua and Barbuda,ATG,31/08/2020,94,3
North America,Antigua and Barbuda,ATG,10/09/2020,95,3
North America,Antigua and Barbuda,ATG,20/09/2020,96,3
North America,Antigua and Barbuda,ATG,30/09/2020,101,3
North America,Antigua and Barbuda,ATG,10/10/2020,111,3
North America,Antigua and Barbuda,ATG,20/10/2020,119,3
North America,Antigua and Barbuda,ATG,31/10/2020,128,3
North America,Antigua and Barbuda,ATG,10/11/2020,131,3
North America,Antigua and Barbuda,ATG,20/11/2020,139,4
North America,Antigua and Barbuda,ATG,30/11/2020,141,4
North America,Antigua and Barbuda,ATG,10/12/2020,146,4
North America,Antigua and Barbuda,ATG,20/12/2020,153,5
North America,Antigua and Barbuda,ATG,31/12/2020,159,5
North America,Antigua and Barbuda,ATG,10/01/2021,176,5
North America,Antigua and Barbuda,ATG,20/01/2021,190,6
North America,Antigua and Barbuda,ATG,31/01/2021,234,7
North America,Antigua and Barbuda,ATG,10/02/2021,350,9
North America,Antigua and Barbuda,ATG,20/02/2021,598,11
North America,Antigua and Barbuda,ATG,28/02/2021,0,0
North America,Antigua and Barbuda,ATG,10/03/2021,0,0
North America,Antigua and Barbuda,ATG,20/03/2021,0,0
North America,Antigua and Barbuda,ATG,31/03/2021,0,0
South America,Argentina,ARG,31/01/2020,0,0
South America,Argentina,ARG,10/02/2020,0,0
South America,Argentina,ARG,20/02/2020,0,0
South America,Argentina,ARG,29/02/2020,0,0
South America,Argentina,ARG,10/03/2020,17,1
South America,Argentina,ARG,20/03/2020,128,3
South America,Argentina,ARG,31/03/2020,1054,27
South America,Argentina,ARG,10/04/2020,1975,82
South America,Argentina,ARG,20/04/2020,2941,136
South America,Argentina,ARG,30/04/2020,4428,218
South America,Argentina,ARG,10/05/2020,6034,305
South America,Argentina,ARG,20/05/2020,9283,403
South America,Argentina,ARG,31/05/2020,16851,539
South America,Argentina,ARG,10/06/2020,25987,735
South America,Argentina,ARG,20/06/2020,41204,992
South America,Argentina,ARG,30/06/2020,64530,1307
South America,Argentina,ARG,10/07/2020,94060,1774
South America,Argentina,ARG,20/07/2020,130774,2373
South America,Argentina,ARG,31/07/2020,191302,3543
South America,Argentina,ARG,10/08/2020,253868,4764
South America,Argentina,ARG,20/08/2020,320884,6517
South America,Argentina,ARG,31/08/2020,417735,8660
South America,Argentina,ARG,10/09/2020,524198,10907
South America,Argentina,ARG,20/09/2020,631365,13053
South America,Argentina,ARG,30/09/2020,751001,16937
South America,Argentina,ARG,10/10/2020,883882,23581
South America,Argentina,ARG,20/10/2020,1018999,27100
South America,Argentina,ARG,31/10/2020,1166924,31002
South America,Argentina,ARG,10/11/2020,1262476,34183
South America,Argentina,ARG,20/11/2020,1359042,36790
South America,Argentina,ARG,30/11/2020,1424533,38730
South America,Argentina,ARG,10/12/2020,1482216,40431
South America,Argentina,ARG,20/12/2020,1541285,41813
South America,Argentina,ARG,31/12/2020,1625514,43245
South America,Argentina,ARG,10/01/2021,1722217,44495
South America,Argentina,ARG,20/01/2021,1831681,46216
South America,Argentina,ARG,31/01/2021,1927239,47974
South America,Argentina,ARG,10/02/2021,2001034,49674
South America,Argentina,ARG,20/02/2021,2060625,51122
South America,Argentina,ARG,28/02/2021,0,0
South America,Argentina,ARG,10/03/2021,0,0
South America,Argentina,ARG,20/03/2021,0,0
South America,Argentina,ARG,31/03/2021,0,0
,Armenia,ARM,31/01/2020,0,0
,Armenia,ARM,10/02/2020,0,0
,Armenia,ARM,20/02/2020,0,0
,Armenia,ARM,29/02/2020,0,0
,Armenia,ARM,10/03/2020,1,0
,Armenia,ARM,20/03/2020,136,0
,Armenia,ARM,31/03/2020,532,3
,Armenia,ARM,10/04/2020,937,12
,Armenia,ARM,20/04/2020,1339,22
,Armenia,ARM,30/04/2020,2066,32
,Armenia,ARM,10/05/2020,3313,45
,Armenia,ARM,20/05/2020,5271,67
,Armenia,ARM,31/05/2020,9282,131
,Armenia,ARM,10/06/2020,14103,227
,Armenia,ARM,20/06/2020,19708,332
,Armenia,ARM,30/06/2020,25542,443
,Armenia,ARM,10/07/2020,30903,546
,Armenia,ARM,20/07/2020,34981,650
,Armenia,ARM,31/07/2020,38550,738
,Armenia,ARM,10/08/2020,40433,796
,Armenia,ARM,20/08/2020,42319,836
,Armenia,ARM,31/08/2020,43781,879
,Armenia,ARM,10/09/2020,45326,906
,Armenia,ARM,20/09/2020,47431,930
,Armenia,ARM,30/09/2020,50359,959
,Armenia,ARM,10/10/2020,55736,1016
,Armenia,ARM,20/10/2020,66694,1101
,Armenia,ARM,31/10/2020,89813,1341
,Armenia,ARM,10/11/2020,108687,1609
,Armenia,ARM,20/11/2020,123646,1900
,Armenia,ARM,30/11/2020,135124,2164
,Armenia,ARM,10/12/2020,145240,2416
,Armenia,ARM,20/12/2020,153825,2630
,Armenia,ARM,31/12/2020,159409,2823
,Armenia,ARM,10/01/2021,162131,2929
,Armenia,ARM,20/01/2021,165221,3016
,Armenia,ARM,31/01/2021,167026,3080
,Armenia,ARM,10/02/2021,168496,3130
,Armenia,ARM,20/02/2021,170234,3159
,Armenia,ARM,28/02/2021,0,0
,Armenia,ARM,10/03/2021,0,0
,Armenia,ARM,20/03/2021,0,0
,Armenia,ARM,31/03/2021,0,0
Oceania,Australia,AUS,31/01/2020,9,0
Oceania,Australia,AUS,10/02/2020,15,0
Oceania,Australia,AUS,20/02/2020,15,0
Oceania,Australia,AUS,29/02/2020,25,0
Oceania,Australia,AUS,10/03/2020,107,3
Oceania,Australia,AUS,20/03/2020,791,7
Oceania,Australia,AUS,31/03/2020,4559,18
Oceania,Australia,AUS,10/04/2020,6215,54
Oceania,Australia,AUS,20/04/2020,6623,67
Oceania,Australia,AUS,30/04/2020,6766,93
Oceania,Australia,AUS,10/05/2020,6948,97
Oceania,Australia,AUS,20/05/2020,7081,100
Oceania,Australia,AUS,31/05/2020,7202,103
Oceania,Australia,AUS,10/06/2020,7285,102
Oceania,Australia,AUS,20/06/2020,7461,102
Oceania,Australia,AUS,30/06/2020,7920,104
Oceania,Australia,AUS,10/07/2020,9553,107
Oceania,Australia,AUS,20/07/2020,12428,126
Oceania,Australia,AUS,31/07/2020,17280,201
Oceania,Australia,AUS,10/08/2020,21713,331
Oceania,Australia,AUS,20/08/2020,24407,472
Oceania,Australia,AUS,31/08/2020,25819,657
Oceania,Australia,AUS,10/09/2020,26564,797
Oceania,Australia,AUS,20/09/2020,26912,851
Oceania,Australia,AUS,30/09/2020,27096,888
Oceania,Australia,AUS,10/10/2020,27263,898
Oceania,Australia,AUS,20/10/2020,27443,905
Oceania,Australia,AUS,31/10/2020,27595,907
Oceania,Australia,AUS,10/11/2020,27671,907
Oceania,Australia,AUS,20/11/2020,27806,907
Oceania,Australia,AUS,30/11/2020,27912,908
Oceania,Australia,AUS,10/12/2020,28011,908
Oceania,Australia,AUS,20/12/2020,28198,908
Oceania,Australia,AUS,31/12/2020,28425,909
Oceania,Australia,AUS,10/01/2021,28614,909
Oceania,Australia,AUS,20/01/2021,28749,909
Oceania,Australia,AUS,31/01/2021,28818,909
Oceania,Australia,AUS,10/02/2021,28879,909
Oceania,Australia,AUS,20/02/2021,28926,909
Oceania,Australia,AUS,28/02/2021,0,0
Oceania,Australia,AUS,10/03/2021,0,0
Oceania,Australia,AUS,20/03/2021,0,0
Oceania,Australia,AUS,31/03/2021,0,0
Europe,Austria,AUT,31/01/2020,0,0
Europe,Austria,AUT,10/02/2020,0,0
Europe,Austria,AUT,20/02/2020,0,0
Europe,Austria,AUT,29/02/2020,9,0
Europe,Austria,AUT,10/03/2020,182,0
Europe,Austria,AUT,20/03/2020,2388,6
Europe,Austria,AUT,31/03/2020,10180,128
Europe,Austria,AUT,10/04/2020,13555,319
Europe,Austria,AUT,20/04/2020,14795,470
Europe,Austria,AUT,30/04/2020,15452,584
Europe,Austria,AUT,10/05/2020,15871,618
Europe,Austria,AUT,20/05/2020,16353,633
Europe,Austria,AUT,31/05/2020,16731,668
Europe,Austria,AUT,10/06/2020,17005,673
Europe,Austria,AUT,20/06/2020,17323,688
Europe,Austria,AUT,30/06/2020,17766,705
Europe,Austria,AUT,10/07/2020,18709,706
Europe,Austria,AUT,20/07/2020,19743,711
Europe,Austria,AUT,31/07/2020,21130,718
Europe,Austria,AUT,10/08/2020,22106,723
Europe,Austria,AUT,20/08/2020,24431,729
Europe,Austria,AUT,31/08/2020,27438,733
Europe,Austria,AUT,10/09/2020,31247,748
Europe,Austria,AUT,20/09/2020,38095,766
Europe,Austria,AUT,30/09/2020,44813,799
Europe,Austria,AUT,10/10/2020,54423,852
Europe,Austria,AUT,20/10/2020,67451,914
Europe,Austria,AUT,31/10/2020,104925,1109
Europe,Austria,AUT,10/11/2020,164866,1499
Europe,Austria,AUT,20/11/2020,235351,2224
Europe,Austria,AUT,30/11/2020,282456,3184
Europe,Austria,AUT,10/12/2020,313688,4163
Europe,Austria,AUT,20/12/2020,338854,5351
Europe,Austria,AUT,31/12/2020,360815,6222
Europe,Austria,AUT,10/01/2021,380722,6723
Europe,Austria,AUT,20/01/2021,398096,7237
Europe,Austria,AUT,31/01/2021,414398,7721
Europe,Austria,AUT,10/02/2021,427562,8114
Europe,Austria,AUT,20/02/2021,443536,8368
Europe,Austria,AUT,28/02/2021,0,0
Europe,Austria,AUT,10/03/2021,0,0
Europe,Austria,AUT,20/03/2021,0,0
Europe,Austria,AUT,31/03/2021,0,0
,Azerbaijan,AZE,31/01/2020,0,0
,Azerbaijan,AZE,10/02/2020,0,0
,Azerbaijan,AZE,20/02/2020,0,0
,Azerbaijan,AZE,29/02/2020,0,0
,Azerbaijan,AZE,10/03/2020,11,0
,Azerbaijan,AZE,20/03/2020,44,1
,Azerbaijan,AZE,31/03/2020,298,5
,Azerbaijan,AZE,10/04/2020,991,10
,Azerbaijan,AZE,20/04/2020,1436,19
,Azerbaijan,AZE,30/04/2020,1804,24
,Azerbaijan,AZE,10/05/2020,2519,32
,Azerbaijan,AZE,20/05/2020,3631,43
,Azerbaijan,AZE,31/05/2020,5494,63
,Azerbaijan,AZE,10/06/2020,8530,102
,Azerbaijan,AZE,20/06/2020,12238,148
,Azerbaijan,AZE,30/06/2020,17524,213
,Azerbaijan,AZE,10/07/2020,22990,292
,Azerbaijan,AZE,20/07/2020,27890,363
,Azerbaijan,AZE,31/07/2020,31878,448
,Azerbaijan,AZE,10/08/2020,33647,492
,Azerbaijan,AZE,20/08/2020,34759,510
,Azerbaijan,AZE,31/08/2020,36435,534
,Azerbaijan,AZE,10/09/2020,37874,556
,Azerbaijan,AZE,20/09/2020,39188,575
,Azerbaijan,AZE,30/09/2020,40229,591
,Azerbaijan,AZE,10/10/2020,41752,608
,Azerbaijan,AZE,20/10/2020,45879,635
,Azerbaijan,AZE,31/10/2020,55269,730
,Azerbaijan,AZE,10/11/2020,67392,867
,Azerbaijan,AZE,20/11/2020,87163,1079
,Azerbaijan,AZE,30/11/2020,121176,1392
,Azerbaijan,AZE,10/12/2020,162774,1793
,Azerbaijan,AZE,20/12/2020,202088,2210
,Azerbaijan,AZE,31/12/2020,218700,2641
,Azerbaijan,AZE,10/01/2021,224651,2909
,Azerbaijan,AZE,20/01/2021,228028,3044
,Azerbaijan,AZE,31/01/2021,230219,3132
,Azerbaijan,AZE,10/02/2021,231509,3167
,Azerbaijan,AZE,20/02/2021,232973,3195
,Azerbaijan,AZE,28/02/2021,0,0
,Azerbaijan,AZE,10/03/2021,0,0
,Azerbaijan,AZE,20/03/2021,0,0
,Azerbaijan,AZE,31/03/2021,0,0
North America,Bahamas,BHS,31/01/2020,0,0
North America,Bahamas,BHS,10/02/2020,0,0
North America,Bahamas,BHS,20/02/2020,0,0
North America,Bahamas,BHS,29/02/2020,0,0
North America,Bahamas,BHS,10/03/2020,0,0
North America,Bahamas,BHS,20/03/2020,3,0
North America,Bahamas,BHS,31/03/2020,14,0
North America,Bahamas,BHS,10/04/2020,42,8
North America,Bahamas,BHS,20/04/2020,60,9
North America,Bahamas,BHS,30/04/2020,81,11
North America,Bahamas,BHS,10/05/2020,92,11
North America,Bahamas,BHS,20/05/2020,97,11
North America,Bahamas,BHS,31/05/2020,102,11
North America,Bahamas,BHS,10/06/2020,103,11
North America,Bahamas,BHS,20/06/2020,104,11
North America,Bahamas,BHS,30/06/2020,104,11
North America,Bahamas,BHS,10/07/2020,108,11
North America,Bahamas,BHS,20/07/2020,174,11
North America,Bahamas,BHS,31/07/2020,574,14
North America,Bahamas,BHS,10/08/2020,945,15
North America,Bahamas,BHS,20/08/2020,1610,23
North America,Bahamas,BHS,31/08/2020,2217,50
North America,Bahamas,BHS,10/09/2020,2721,63
North America,Bahamas,BHS,20/09/2020,3315,74
North America,Bahamas,BHS,30/09/2020,4123,96
North America,Bahamas,BHS,10/10/2020,5023,106
North America,Bahamas,BHS,20/10/2020,5923,124
North America,Bahamas,BHS,31/10/2020,6714,144
North America,Bahamas,BHS,10/11/2020,7012,154
North America,Bahamas,BHS,20/11/2020,7367,163
North America,Bahamas,BHS,30/11/2020,7541,163
North America,Bahamas,BHS,10/12/2020,7585,163
North America,Bahamas,BHS,20/12/2020,7746,164
North America,Bahamas,BHS,31/12/2020,7871,170
North America,Bahamas,BHS,10/01/2021,7969,175
North America,Bahamas,BHS,20/01/2021,8075,175
North America,Bahamas,BHS,31/01/2021,8174,176
North America,Bahamas,BHS,10/02/2021,8289,176
North America,Bahamas,BHS,20/02/2021,8403,179
North America,Bahamas,BHS,28/02/2021,0,0
North America,Bahamas,BHS,10/03/2021,0,0
North America,Bahamas,BHS,20/03/2021,0,0
North America,Bahamas,BHS,31/03/2021,0,0
,Bahrain,BHR,31/01/2020,0,0
,Bahrain,BHR,10/02/2020,0,0
,Bahrain,BHR,20/02/2020,0,0
